Latitude,Longitude,Time,Date,Number of Sats,GPS Speed (Kn),GPS True Heading,GPS Magnetic Variation,HDOP,C Magnetic Heading,C True Heading,Pitch Angle,Roll Angle,C Inside Temp (c),DFS Depth (m),DTB Height (m),Total Water Column (m),Batt Percent,Power Watts,Watt-Hours,Batt Volts,Batt Ampers,Batt State,Time to Empty,Current Step,Dist To Next (m),Next Speed (kn),Vehicle Speed (kn),Motor Speed CMD,Next Heading,Next Long,Next Lat,Next Depth (m),Depth Goal (m),Vehicle State,Error State,Distance to Track (m),Fin Pitch R,Fin Pitch L,Pitch Goal,Fin Yaw T,Fin Yaw B,Yaw Goal,Fin Roll,DVL-Depth (m),DVL -Altitude (m),DVL -Water Column (m),DVL-FixType,DVL-FixQuality,DVL-Temperature,Conductivity (mmhos/cm),Temperature (c),Salinity (ppt),Sound Speed (m/s),Date m/d/y   ,Time hh:mm:ss,Temp C,SpCond mS/cm,Sal ppt,Depth feet,pH,pH mV,Turbid+ NTU,Chl ug/L,BGA-PC cells/mL,ODOsat %,ODO mg/L,Battery volts,ROSEM Command Type,
25.9127206666667,-80.1379265,10:56:56.30,8/28/2022,8,0.374,177.3,-7.21055149298455,2.01,102.4,96.06,1.21,-1.97,30.4,.00,1.46,1.46,89,21,488.7,16.1,-1.3,D,1500.7,0,10.909,2,0.09,128,69.74,-80.13782418,25.91275464,0,0,1,N,1.737362,64,64,11,68,68,81.12208,0,9999.99,1.47,1.597,2,9,31.1,0,31.1000003814697,36.07,1548.80523,08/28/22,10:30:01,31.45,54.77,36.07,0.995,8.15,-69.2,-0.4,-5.5,-2511,90.8,5.50,12.6,,
25.9127223333333,-80.1379258333333,10:56:57.31,8/28/2022,8,0.511,177.3,-7.21055149298455,2.01,103.1,96.71,1.34,-1.44,30.5,.00,1.45,1.45,89,21,488.7,16.1,-1.3,D,1500.7,0,10.783,2,0.09,128,70.54,-80.13782418,25.91275464,0,0,1,N,1.568365,65,65,11,66,66,81.41817,0,9999.99,1.46,1.587,2,9,31.1,0,31.1000003814697,36.07,1548.80523,08/28/22,10:30:01,31.45,54.77,36.07,0.995,8.15,-69.2,-0.4,-5.5,-2511,90.8,5.50,12.6,,
25.9127349637126,-80.1379231648124,10:56:58.31,8/28/2022,8,0.997,177.3,-7.21055149298455,2.01,101.5,95.22,3.26,0.96,30.5,.01,1.43,1.44,89,21,488.7,16.1,-1.3,D,1500.7,0,10.139,2,0.04,174,77.54,-80.13782418,25.91275464,0,0,1,N,1.568365,77,77,11,56,56,77.54031,0,9999.99,1.46,1.587,2,9,31.1,0,31.1000003814697,36.22,1548.96059,08/28/22,10:30:02,31.45,54.98,36.22,0.966,8.15,-69.0,-0.4,-3.6,-2489,90.8,5.50,12.5,,
25.9127337586258,-80.1379200271739,10:56:59.31,8/28/2022,8,0.606,177.3,-7.21055149298455,2.01,103.5,97.08,1.43,-1.79,30.5,.01,1.45,1.46,89,21,488.7,16.1,-1.3,D,1500.7,0,9.864,2,0.16,174,76.38,-80.13782418,25.91275464,0,0,1,N,1.568365,66,66,11,44,44,76.41463,0,9999.99,1.46,1.587,2,9,31.1,0,31.1000003814697,36.04,1548.77513,08/28/22,10:30:04,31.45,54.73,36.04,0.985,8.14,-68.5,0.3,-2.2,-1758,90.6,5.49,12.6,,
25.9127276433869,-80.137916486688,10:57:00.31,8/28/2022,9,0.782,177.3,-7.21055149298455,2.01,105.3,98.75,1.1,1.27,30.5,.00,1.52,1.52,89,38,488.7,16,-2.3,D,852.4,0,9.708,2,0.43,174,71.99,-80.13782418,25.91275464,0,0,1,N,1.568365,64,64,11,20,20,72.07098,0,9999.99,1.53,1.657,2,9,31.1,0,31.1000003814697,36.04,1548.77513,08/28/22,10:30:04,31.45,54.73,36.04,0.985,8.14,-68.5,0.3,-2.2,-1758,90.6,5.49,12.6,,
25.9127233733251,-80.1379134346256,10:57:01.31,8/28/2022,10,0.759,177.3,-7.21055149298455,1.1,103.8,97.36,1.47,1.28,30.5,.00,1.63,1.63,89,38,488.7,16,-2.3,D,852.4,0,9.580,2,0.79,174,68.72,-80.13782418,25.91275464,0,0,1,N,1.568365,66,66,11,13,13,68.85582,0,9999.99,1.64,1.767,2,9,31.1,0,31.1000003814697,36.31,1549.05418,08/28/22,10:30:05,31.45,55.10,36.31,1.030,8.15,-69.2,-1.0,-8.0,-2128,90.7,5.49,12.5,,
25.9127242492932,-80.1379079577172,10:57:02.31,8/28/2022,10,0.976,177.3,-7.21055149298455,1.05,99.1,92.98,1.77,3.47,30.5,.00,1.70,1.71,89,38,488.7,16,-2.3,D,852.4,0,9.035,2,1.09,174,68.04,-80.13782418,25.91275464,0,0,1,N,1.568365,68,68,11,28,28,68.21409,0,9999.99,1.72,1.847,2,9,31.1,0,31.1000003814697,36.91,1549.67568,08/28/22,10:30:07,31.45,55.90,36.91,1.013,8.14,-68.9,-1.5,-0.4,-1960,91.0,5.49,12.6,,
25.9127189987088,-80.1378969298678,10:57:03.33,8/28/2022,9,1.201,177.3,-7.21055149298455,0.93,92.1,86.43,2.78,6.29,30.6,.01,2.09,2.10,89,39,488.7,16,-2.4,D,818.1,0,8.286,2,1.28,174,61.42,-80.13782418,25.91275464,0,0,1,N,1.568365,74,74,11,28,28,61.66934,0,9999.99,2.11,2.237,2,9,31.1,0,31.1000003814697,36.91,1549.67568,08/28/22,10:30:07,31.45,55.90,36.91,1.013,8.14,-68.9,-1.5,-0.4,-1960,91.0,5.49,12.6,,
25.9127152532293,-80.1378873163917,10:57:04.33,8/28/2022,9,1.325,139.79,-7.21055149298455,0.93,84.4,79.15,3.49,4.42,30.6,.01,2.62,2.63,89,39,488.7,16,-2.4,D,818.1,0,7.685,2,1.38,174,55.26,-80.13782418,25.91275464,0,0,1,N,1.568365,78,78,11,32,32,55.50604,0,9999.99,2.65,2.777,2,9,31.1,0,31.1000003814697,35.6,1548.3192,08/28/22,10:30:09,31.50,54.15,35.60,0.990,8.15,-69.2,-2.8,-8.2,-3214,90.8,5.51,12.6,,
25.912715752303,-80.1378792647645,10:57:05.33,8/28/2022,9,1.345,111.72,-7.21055149298455,0.93,76.7,71.8,3.75,4.71,30.5,.01,2.72,2.74,89,39,488.7,16,-2.4,D,818.1,0,7.004,2,1.42,174,51.87,-80.13782418,25.91275464,0,0,1,N,1.568365,79,79,11,48,48,52.08068,0,9999.99,2.76,2.887,2,9,31.1,0,31.1000003814697,36.77,1549.53118,08/28/22,10:30:10,31.46,55.72,36.77,0.965,8.14,-68.9,-2.0,-4.8,-2168,90.7,5.48,12.4,,
